GEOID,Name,state_new,,,,,
,,,,1600000US3617398,3617398,"Colton CDP, New York",376
,,,,1600000US3617530,3617530,"Commack CDP, New York",37117
,,,,1600000US3617620,3617620,"Conesus Hamlet CDP, New York",450
,,,,1600000US3617622,3617622,"Conesus Lake CDP, New York",2409
,,,,1600000US3617739,3617739,"Congers CDP, New York",8389
,,,,1600000US3617882,3617882,"Constableville village, New York",267
,,,,1600000US3617893,3617893,"Constantia CDP, New York",991
,,,,1600000US3618036,3618036,"Coopers Plains CDP, New York",435
,,,,1600000US3618047,3618047,"Cooperstown village, New York",1941
,,,,1600000US3618113,3618113,"Copake Falls CDP, New York",256
,,,,1600000US3618118,3618118,"Copake Hamlet CDP, New York",277
,,,,1600000US3618124,3618124,"Copake Lake CDP, New York",527
,,,,1600000US3618135,3618135,"Copenhagen village, New York",803
,,,,1600000US3618146,3618146,"Copiague CDP, New York",22926
,,,,1600000US3618157,3618157,"Coram CDP, New York",40713
,,,,1600000US3618201,3618201,"Corfu village, New York",685
,,,,1600000US3618212,3618212,"Corinth village, New York",2651
,,,,1600000US3618256,3618256,"Corning city, New York",10870
,,,,1600000US3618333,3618333,"Cornwall-on-Hudson village, New York",2936
,,,,1600000US3618388,3618388,"Cortland city, New York",18914
,,,,1600000US3618443,3618443,"Cortland West CDP, New York",1235
,,,,1600000US3618542,3618542,"Country Knolls CDP, New York",2063
,,,,1600000US3618597,3618597,"Cove Neck village, New York",262
,,,,1600000US3618718,3618718,"Coxsackie village, New York",2705
,,,,1600000US3618762,3618762,"Cragsmoor CDP, New York",413
,,,,1600000US3618817,3618817,"Cranberry Lake CDP, New York",157
,,,,1600000US3619070,3619070,"Croghan village, New York",631
,,,,1600000US3619092,3619092,"Crompond CDP, New York",2333
,,,,,3619213,"Croton-on-Hudson village, New York",8257
,,,,1600000US3619229,3619229,"Crown Heights CDP, New York",2877
,,,,1600000US3619290,3619290,"Crugers CDP, New York",1541
,,,,1600000US3619308,3619308,"Crystal Beach CDP, New York",767
,,,,1600000US3619356,3619356,"Cuba village, New York",1487
,,,,1600000US3619408,3619408,"Cumberland Head CDP, New York",1388
,,,,1600000US3619411,3619411,"Cumminsville CDP, New York",170
,,,,1600000US3619466,3619466,"Cutchogue CDP, New York",3213
,,,,1600000US3619510,3619510,"Cuylerville CDP, New York",215
,,,,1600000US3619587,3619587,"Dalton CDP, New York",397
,,,,1600000US3619642,3619642,"Dannemora village, New York",3942
,,,,1600000US3619664,3619664,"Dansville village, New York",4499
,,,,1600000US3619774,3619774,"Davenport Center CDP, New York",226
,,,,1600000US3619972,3619972,"Deer Park CDP, New York",27653
,,,,1600000US3619994,3619994,"Deferiet village, New York",277
,,,,1600000US3620049,3620049,"DeKalb Junction CDP, New York",568
,,,,1600000US3620082,3620082,"Delanson village, New York",352
,,,,1600000US3620115,3620115,"Delevan village, New York",1080
,,,,1600000US3620126,3620126,"Delhi village, New York",3176
,,,,1600000US3620302,3620302,"Depauville CDP, New York",278
,,,,1600000US3620313,3620313,"Depew village, New York",15283
,,,,1600000US3620346,3620346,"Deposit village, New York",1696
,,,,1600000US3620379,3620379,"Dering Harbor village, New York",8
,,,,1600000US3620390,3620390,"DeRuyter village, New York",482
,,,,1600000US3620500,3620500,"Dexter village, New York",1213
,,,,1600000US3620687,3620687,"Dix Hills CDP, New York",27647
,,,,,3620698,"Dobbs Ferry village, New York",11141
,,,,1600000US3620731,3620731,"Dolgeville village, New York",2544
,,,,1600000US3620841,3620841,"Dover Plains CDP, New York",1057
,,,,1600000US3620852,3620852,"Downsville CDP, New York",466
,,,,1600000US3620896,3620896,"Dresden village, New York",418
,,,,1600000US3620951,3620951,"Dryden village, New York",2040
,,,,1600000US3620989,3620989,"Duane Lake CDP, New York",246
,,,,1600000US3620995,3620995,"Duanesburg CDP, New York",328
,,,,1600000US3621050,3621050,"Dundee village, New York",1655
,,,,1600000US3621105,3621105,"Dunkirk city, New York",12064
,,,,1600000US3621226,3621226,"Durhamville CDP, New York",769
,,,,1600000US3621523,3621523,"Earlville village, New York",1206
,,,,1600000US3621578,3621578,"East Atlantic Beach CDP, New York",1943
,,,,1600000US3621589,3621589,"East Aurora village, New York",6230
,,,,1600000US3621600,3621600,"East Avon CDP, New York",786
,,,,1600000US3621809,3621809,"Eastchester CDP, New York",20099
,,,,1600000US3621985,3621985,"East Farmingdale CDP, New York",6222
,,,,1600000US3622084,3622084,"East Glenville CDP, New York",6339
,,,,1600000US3622106,3622106,"East Greenbush CDP, New York",4582
,,,,1600000US3622183,3622183,"East Hampton village, New York",1130
,,,,1600000US3622200,3622200,"East Hampton North CDP, New York",4615
,,,,1600000US3622260,3622260,"East Hills village, New York",7114
,,,,1600000US3622315,3622315,"East Islip CDP, New York",13616
,,,,1600000US3622326,3622326,"East Ithaca CDP, New York",2244
,,,,1600000US3622370,3622370,"East Kingston CDP, New York",618
,,,,1600000US3622447,3622447,"East Marion CDP, New York",885
,,,,1600000US3622480,3622480,"East Massapequa CDP, New York",18689
,,,,1600000US3622502,3622502,"East Meadow CDP, New York",37195
,,,,1600000US3622546,3622546,"East Moriches CDP, New York",5177
,,,,1600000US3622557,3622557,"East Nassau village, New York",579
,,,,1600000US3622612,3622612,"East Northport CDP, New York",19465
,,,,1600000US3622623,3622623,"East Norwich CDP, New York",2888
,,,,1600000US3622733,3622733,"East Patchogue CDP, New York",22796
,,,,1600000US3622810,3622810,"Eastport CDP, New York",1981
,,,,1600000US3622832,3622832,"East Quogue CDP, New York",4898
,,,,1600000US3622843,3622843,"East Randolph CDP, New York",588
,,,,1600000US3622865,3622865,"East Rochester village, New York",6646
,,,,1600000US3622876,3622876,"East Rockaway village, New York",9839
,,,,1600000US3622980,3622980,"East Shoreham CDP, New York",6788
,,,,1600000US3623052,3623052,"East Syracuse village, New York",3017
,,,,1600000US3623217,3623217,"East Williston village, New York",2582
,,,,1600000US3623316,3623316,"Eatons Neck CDP, New York",1575
,,,,1600000US3623404,3623404,"Eden CDP, New York",3176
,,,,1600000US3623602,3623602,"Edmeston CDP, New York",642
,,,,1600000US3623635,3623635,"Edwards CDP, New York",464
,,,,1600000US3623701,3623701,"Eggertsville CDP, New York",15364
,,,,1600000US3623745,3623745,"Elba village, New York",610
,,,,1600000US3623789,3623789,"Elbridge village, New York",1017
,,,,1600000US3623822,3623822,"Elizabethtown CDP, New York",739
,,,,1600000US3623965,3623965,"Ellenville village, New York",4082
,,,,1600000US3624020,3624020,"Ellicottville village, New York",278
,,,,1600000US3624075,3624075,"Ellisburg village, New York",282
,,,,1600000US3624141,3624141,"Elma Center CDP, New York",2835
,,,,1600000US3624229,3624229,"Elmira city, New York",28302
,,,,1600000US3624251,3624251,"Elmira Heights village, New York",3999
,,,,1600000US3624273,3624273,"Elmont CDP, New York",36636
,,,,,3624295,"Elmsford village, New York",4942
,,,,1600000US3624405,3624405,"Elwood CDP, New York",11592
,,,,1600000US3624515,3624515,"Endicott village, New York",12980
,,,,1600000US3624526,3624526,"Endwell CDP, New York",11412
,,,,1600000US3624625,3624625,"Erin CDP, New York",395
,,,,1600000US3624713,3624713,"Esperance village, New York",394
,,,,1600000US3624823,3624823,"Evans Mills village, New York",463
,,,,1600000US3624867,3624867,"Fabius village, New York",315
,,,,1600000US3624988,3624988,"Fair Haven village, New York",810
,,,,1600000US3625043,3625043,"Fairmount CDP, New York",9986
,,,,1600000US3625076,3625076,"Fairport village, New York",5378
,,,,1600000US3625109,3625109,"Fairview CDP (Dutchess County), New York",5440
,,,,1600000US3625120,3625120,"Fairview CDP (Westchester County), New York",3013
,,,,1600000US3625164,3625164,"Falconer village, New York",2430
,,,,1600000US3625384,3625384,"Farmingdale village, New York",8719
,,,,1600000US3625417,3625417,"Farmingville CDP, New York",15250
,,,,1600000US3625428,3625428,"Farnham village, New York",422
,,,,1600000US3625527,3625527,"Fayetteville village, New York",4183
,,,,1600000US3625571,3625571,"Felts Mills CDP, New York",364
,,,,1600000US3625747,3625747,"Fillmore CDP, New York",404
,,,,1600000US3625839,3625839,"Fire Island CDP, New York",246
,,,,1600000US3625857,3625857,"Firthcliffe CDP, New York",5481
,,,,1600000US3625923,3625923,"Fishers Island CDP, New York",230
,,,,1600000US3625934,3625934,"Fishers Landing CDP, New York",59
,,,,1600000US3625967,3625967,"Fishkill village, New York",2127
,,,,1600000US3626121,3626121,"Flanders CDP, New York",5144
,,,,1600000US3626209,3626209,"Fleischmanns village, New York",375
,,,,1600000US3626264,3626264,"Floral Park village, New York",16269
,,,,1600000US3626319,3626319,"Florida village, New York",2845
,,,,1600000US3626352,3626352,"Flower Hill village, New York",4785
,,,,1600000US3626462,3626462,"Fonda village, New York",772
,,,,1600000US3626561,3626561,"Forest Home CDP, New York",597
,,,,1600000US3626649,3626649,"Forestville CDP, New York",746
,,,,1600000US3626704,3626704,"Fort Ann village, New York",382
,,,,1600000US3626752,3626752,"Fort Covington Hamlet CDP, New York",1501
,,,,1600000US3626759,3626759,"Fort Drum CDP, New York",13819
,,,,1600000US3626770,3626770,"Fort Edward village, New York",3321
,,,,1600000US3626880,3626880,"Fort Johnson village, New York",637
,,,,1600000US3626902,3626902,"Fort Montgomery CDP, New York",1623
,,,,1600000US3626924,3626924,"Fort Plain village, New York",1698
,,,,1600000US3626946,3626946,"Fort Salonga CDP, New York",10155
,,,,1600000US3627133,3627133,"Fowlerville CDP, New York",292
,,,,1600000US3627188,3627188,"Frankfort village, New York",2502
,,,,1600000US3627221,3627221,"Franklin village, New York",455
,,,,1600000US3627309,3627309,"Franklin Square CDP, New York",32482
,,,,1600000US3627331,3627331,"Franklinville village, New York",1703
,,,,1600000US3627419,3627419,"Fredonia village, New York",10695
,,,,1600000US3627452,3627452,"Freedom Plains CDP, New York",379
,,,,1600000US3627485,3627485,"Freeport village, New York",43380
,,,,1600000US3627529,3627529,"Freeville village, New York",399
,,,,1600000US3627672,3627672,"Frewsburg CDP, New York",2057
,,,,1600000US3627694,3627694,"Friendship CDP, New York",1158
,,,,1600000US3627815,3627815,"Fulton city, New York",11509
,,,,1600000US3627859,3627859,"Fultonville village, New York",633
,,,,1600000US3627969,3627969,"Gainesville village, New York",215
,,,,1600000US3628035,3628035,"Galeville CDP, New York",4599
,,,,1600000US3628101,3628101,"Galway village, New York",228
,,,,1600000US3628145,3628145,"Gang Mills CDP, New York",4254
,,,,1600000US3628178,3628178,"Garden City village, New York",22699
,,,,1600000US3628189,3628189,"Garden City Park CDP, New York",8332
,,,,1600000US3628200,3628200,"Garden City South CDP, New York",4096
,,,,1600000US3628244,3628244,"Gardiner CDP, New York",773
,,,,1600000US3628310,3628310,"Gardnertown CDP, New York",4858
,,,,1600000US3628431,3628431,"Gasport CDP, New York",1420
,,,,1600000US3628453,3628453,"Gates CDP, New York",5153
,,,,1600000US3628618,3628618,"Geneseo village, New York",8151
,,,,1600000US3628640,3628640,"Geneva city, New York",13048
,,,,1600000US3628761,3628761,"Germantown CDP, New York",833
,,,,1600000US3628860,3628860,"Ghent CDP, New York",510
,,,,1600000US3628959,3628959,"Gilbertsville village, New York",367
,,,,1600000US3628990,3628990,"Gilgo CDP, New York",146
,,,,1600000US3629014,3629014,"Glasco CDP, New York",2646
,,,,1600000US3629058,3629058,"Glen Aubrey CDP, New York",289
,,,,1600000US3629113,3629113,"Glen Cove city, New York",27376
,,,,1600000US3629245,3629245,"Glen Head CDP, New York",4963
,,,,1600000US3629322,3629322,"Glen Park village, New York",607
,,,,1600000US3629333,3629333,"Glens Falls city, New York",14428
,,,,1600000US3629338,3629338,"Glens Falls North CDP, New York",8490
,,,,1600000US3629421,3629421,"Glenwood Landing CDP, New York",3958
,,,,1600000US3629443,3629443,"Gloversville city, New York",15052
,,,,1600000US3629476,3629476,"Golden's Bridge CDP, New York",1724
,,,,1600000US3629509,3629509,"Gordon Heights CDP, New York",3573
,,,,1600000US3629520,3629520,"Gorham CDP, New York",680
,,,,1600000US3629542,3629542,"Goshen village, New York",5381
,,,,1600000US3629597,3629597,"Gouverneur village, New York",3795
,,,,1600000US3629630,3629630,"Gowanda village, New York",2864
,,,,1600000US3629872,3629872,"Grand View-on-Hudson village, New York",348
,,,,1600000US3629894,3629894,"Grandyle Village CDP, New York",5324
,,,,1600000US3630026,3630026,"Granville village, New York",2440
,,,,1600000US3630136,3630136,"Great Bend CDP, New York",1023
,,,,1600000US3630169,3630169,"Great Neck village, New York",10272
,,,,1600000US3630191,3630191,"Great Neck Estates village, New York",2840
,,,,1600000US3630202,3630202,"Great Neck Gardens CDP, New York",1240
,,,,1600000US3630213,3630213,"Great Neck Plaza village, New York",6964
,,,,1600000US3630235,3630235,"Great River CDP, New York",1441
,,,,1600000US3630279,3630279,"Greece CDP, New York",15185
,,,,1600000US3630411,3630411,"Greene village, New York",1624
,,,,1600000US3630521,3630521,"Green Island village, New York",2621
,,,,1600000US3630543,3630543,"Greenlawn CDP, New York",13850
,,,,1600000US3630576,3630576,"Greenport village, New York",2057
,,,,1600000US3630581,3630581,"Greenport West CDP, New York",2064
,,,,1600000US3630598,3630598,"Greenvale CDP, New York",1640
,,,,1600000US3630609,3630609,"Greenville CDP (Greene County), New York",573
,,,,1600000US3630642,3630642,"Greenville CDP (Westchester County), New York",7087
,,,,1600000US3630675,3630675,"Greenwich village, New York",2045
,,,,1600000US3630752,3630752,"Greenwood Lake village, New York",3116
,,,,1600000US3630807,3630807,"Greigsville CDP, New York",326
,,,,1600000US3630961,3630961,"Groton village, New York",2389
,,,,1600000US3631022,3631022,"Groveland Station CDP, New York",289
,,,,1600000US3631137,3631137,"Guilford CDP, New York",329
,,,,1600000US3631258,3631258,"Hadley CDP, New York",838
,,,,1600000US3631291,3631291,"Hagaman village, New York",1397
,,,,1600000US3631346,3631346,"Hailesboro CDP, New York",731
,,,,1600000US3631445,3631445,"Halesite CDP, New York",2770
,,,,1600000US3631533,3631533,"Hall CDP, New York",192
,,,,1600000US3631643,3631643,"Hamburg village, New York",9603
,,,,1600000US3631709,3631709,"Hamilton village, New York",4015
,,,,1600000US3631786,3631786,"Hamlin CDP, New York",5725
,,,,1600000US3631830,3631830,"Hammond village, New York",312
,,,,1600000US3631852,3631852,"Hammondsport village, New York",542
,,,,1600000US3631896,3631896,"Hampton Bays CDP, New York",13457
,,,,1600000US3631918,3631918,"Hampton Manor CDP, New York",2172
,,,,1600000US3631940,3631940,"Hancock village, New York",1085
,,,,1600000US3632006,3632006,"Hannawa Falls CDP, New York",1010
,,,,1600000US3632017,3632017,"Hannibal village, New York",548
,,,,1600000US3632094,3632094,"Harbor Hills CDP, New York",648
,,,,1600000US3632105,3632105,"Harbor Isle CDP, New York",1253
,,,,1600000US3632325,3632325,"Harriman village, New York",2965
,,,,1600000US3632391,3632391,"Harris Hill CDP, New York",5618
,,,,,3632402,"Harrison village, New York",28319
,,,,1600000US3632424,3632424,"Harrisville village, New York",610
,,,,1600000US3632523,3632523,"Hartsdale CDP, New York",5114
,,,,1600000US3632578,3632578,"Hartwick CDP, New York",601
,,,,,3632710,"Hastings-on-Hudson village, New York",7993
,,,,1600000US3632732,3632732,"Hauppauge CDP, New York",19852
,,,,1600000US3632754,3632754,"Haverstraw village, New York",12181
,,,,1600000US3632776,3632776,"Haviland CDP, New York",3354
,,,,1600000US3632842,3632842,"Hawthorne CDP, New York",4644
,,,,1600000US3632963,3632963,"Head of the Harbor village, New York",1308
,,,,1600000US3633128,3633128,"Hemlock CDP, New York",512
,,,,1600000US3633139,3633139,"Hempstead village, New York",55698
,,,,1600000US3634044,3634044,"Henderson CDP, New York",163
,,,,1600000US3634118,3634118,"Heritage Hills CDP, New York",4481
,,,,1600000US3634121,3634121,"Herkimer village, New York",7361
,,,,1600000US3634165,3634165,"Hermon village, New York",353
,,,,1600000US3634198,3634198,"Herricks CDP, New York",4127
,,,,1600000US3634220,3634220,"Herrings village, New York",68
,,,,1600000US3634264,3634264,"Heuvelton village, New York",680
,,,,1600000US3634286,3634286,"Hewlett CDP, New York",6268
,,,,1600000US3634297,3634297,"Hewlett Bay Park village, New York",357
,,,,1600000US3634308,3634308,"Hewlett Harbor village, New York",1175
,,,,1600000US3634319,3634319,"Hewlett Neck village, New York",398
,,,,1600000US3634374,3634374,"Hicksville CDP, New York",42368
,,,,1600000US3634451,3634451,"High Falls CDP, New York",794
,,,,1600000US3634484,3634484,"Highland CDP, New York",5375
,,,,1600000US3634495,3634495,"Highland Falls village, New York",3841
,,,,1600000US3634660,3634660,"Hillburn village, New York",1019
,,,,1600000US3634693,3634693,"Hillcrest CDP, New York",7697
,,,,1600000US3634786,3634786,"Hillside CDP, New York",915
,,,,1600000US3634803,3634803,"Hillside Lake CDP, New York",1170
,,,,1600000US3634847,3634847,"Hilton village, New York",5896
,,,,1600000US3634979,3634979,"Hobart village, New York",474
,,,,1600000US3635056,3635056,"Holbrook CDP, New York",26117
,,,,1600000US3635111,3635111,"Holland CDP, New York",1016
,,,,1600000US3635144,3635144,"Holland Patent village, New York",352
,,,,1600000US3635155,3635155,"Holley village, New York",1824
,,,,1600000US3635254,3635254,"Holtsville CDP, New York",20201
,,,,1600000US3635276,3635276,"Homer village, New York",3200
,,,,1600000US3635353,3635353,"Honeoye CDP, New York",777
,,,,1600000US3635364,3635364,"Honeoye Falls village, New York",2752
,,,,1600000US3635474,3635474,"Hoosick Falls village, New York",3426
,,,,1600000US3635573,3635573,"Hopewell Junction CDP, New York",442
,,,,1600000US3635672,3635672,"Hornell city, New York",8332
,,,,1600000US3635694,3635694,"Horseheads village, New York",6561
,,,,1600000US3635710,3635710,"Horseheads North CDP, New York",2655
,,,,1600000US3635738,3635738,"Hortonville CDP, New York",130
,,,,1600000US3635771,3635771,"Houghton CDP, New York",1734
,,,,1600000US3635969,3635969,"Hudson city, New York",6452
,,,,1600000US3635980,3635980,"Hudson Falls village, New York",7174
,,,,1600000US3636156,3636156,"Hunt CDP, New York",114
,,,,1600000US3636167,3636167,"Hunter village, New York",404
,,,,1600000US3636233,3636233,"Huntington CDP, New York",17371
,,,,1600000US3637022,3637022,"Huntington Bay village, New York",1458
,,,,1600000US3637044,3637044,"Huntington Station CDP, New York",33338
,,,,1600000US3637132,3637132,"Hurley CDP, New York",3386
,,,,1600000US3637198,3637198,"Hyde Park CDP, New York",2025
,,,,1600000US3637275,3637275,"Ilion village, New York",7930
,,,,1600000US3637528,3637528,"Interlaken village, New York",626
,,,,1600000US3637583,3637583,"Inwood CDP, New York",10304
,,,,1600000US3637737,3637737,"Irondequoit CDP, New York",50890
,,,,,3637803,"Irvington village, New York",6588
,,,,1600000US3637840,3637840,"Islandia village, New York",3352
,,,,1600000US3637847,3637847,"Island Park village, New York",4765
,,,,1600000US3637869,3637869,"Islip CDP, New York",18254
,,,,1600000US3638022,3638022,"Islip Terrace CDP, New York",5611
,,,,1600000US3638077,3638077,"Ithaca city, New York",30720
,,,,1600000US3638253,3638253,"Jamesport CDP, New York",1012
,,,,1600000US3638264,3638264,"Jamestown city, New York",30094
,,,,1600000US3638275,3638275,"Jamestown West CDP, New York",2334
,,,,1600000US3638451,3638451,"Jefferson Heights CDP, New York",982
,,,,1600000US3638500,3638500,"Jefferson Valley-Yorktown CDP, New York",14533
,,,,1600000US3638506,3638506,"Jeffersonville village, New York",306
,,,,1600000US3638539,3638539,"Jericho CDP, New York",14014
,,,,1600000US3638748,3638748,"Johnson City village, New York",14728
,,,,1600000US3638781,3638781,"Johnstown city, New York",8358
,,,,1600000US3638825,3638825,"Jordan village, New York",1427
,,,,1600000US3638934,3638934,"Kaser village, New York",5138
,,,,1600000US3638946,3638946,"Katonah CDP, New York",2091
,,,,1600000US3639089,3639089,"Keeseville CDP, New York",2987
,,,,1600000US3639232,3639232,"Kenmore village, New York",15319
,,,,1600000US3639243,3639243,"Kennedy CDP, New York",429
,,,,1600000US3639309,3639309,"Kensington village, New York",1131
,,,,1600000US3639397,3639397,"Kerhonkson CDP, New York",2151
,,,,1600000US3639463,3639463,"Keuka Park CDP, New York",972
,,,,1600000US3639562,3639562,"Kinderhook village, New York",1359
,,,,1600000US3639672,3639672,"Kings Park CDP, New York",16733
,,,,1600000US3639694,3639694,"Kings Point village, New York",5181
,,,,1600000US3639727,3639727,"Kingston city, New York",23419
,,,,1600000US3639853,3639853,"Kiryas Joel village, New York",22794
,,,,1600000US3640175,3640175,"Kysorville CDP, New York",172
,,,,1600000US3640189,3640189,"Lackawanna city, New York",18012
,,,,1600000US3640200,3640200,"Lacona village, New York",691
,,,,1600000US3640233,3640233,"La Fargeville CDP, New York",668
,,,,1600000US3640398,3640398,"Lake Carmel CDP, New York",8201
,,,,1600000US3640486,3640486,"Lake Erie Beach CDP, New York",3942
,,,,1600000US3640508,3640508,"Lake George village, New York",947
,,,,1600000US3640530,3640530,"Lake Grove village, New York",11205
,,,,1600000US3640585,3640585,"Lake Katrine CDP, New York",2499
,,,,1600000US3640607,3640607,"Lakeland CDP, New York",2512
,,,,1600000US3640651,3640651,"Lake Luzerne CDP, New York",877
,,,,1600000US3640689,3640689,"Lake Mohegan CDP, New York",5921
,,,,1600000US3640761,3640761,"Lake Placid village, New York",2606
,,,,1600000US3640838,3640838,"Lake Ronkonkoma CDP, New York",20393
,,,,1600000US3640937,3640937,"Lake Success village, New York",3112
,,,,1600000US3641003,3641003,"Lakeview CDP, New York",6756
,,,,1600000US3641036,3641036,"Lakeville CDP, New York",994
,,,,1600000US3641069,3641069,"Lakewood village, New York",2888
,,,,1600000US3641135,3641135,"Lancaster village, New York",10207
,,,,1600000US3641223,3641223,"Lansing village, New York",3601
,,,,,3641333,"Larchmont village, New York",6111
,,,,1600000US3641432,3641432,"Lattingtown village, New York",1830
,,,,1600000US3641465,3641465,"Laurel CDP, New York",1003
,,,,1600000US3641487,3641487,"Laurel Hollow village, New York",1982
,,,,1600000US3641520,3641520,"Laurens village, New York",234
,,,,1600000US3641553,3641553,"Lawrence village, New York",6553
,,,,1600000US3641784,3641784,"Leeds CDP, New York",285
,,,,1600000US3641872,3641872,"Leicester village, New York",463
,,,,1600000US3642026,3642026,"Le Roy village, New York",4260
,,,,1600000US3642081,3642081,"Levittown CDP, New York",51839
,,,,1600000US3642147,3642147,"Lewiston village, New York",2594
,,,,1600000US3642224,3642224,"Liberty village, New York",4175
,,,,1600000US3642279,3642279,"Lido Beach CDP, New York",3073
,,,,1600000US3642323,3642323,"Lima village, New York",2445
,,,,1600000US3642345,3642345,"Lime Lake CDP, New York",785
,,,,1600000US3642378,3642378,"Limestone CDP, New York",432
,,,,1600000US3642455,3642455,"Lincolndale CDP, New York",1651
,,,,1600000US3642488,3642488,"Lincoln Park CDP, New York",2222
,,,,1600000US3642554,3642554,"Lindenhurst village, New York",27257
,,,,1600000US3642609,3642609,"Linwood CDP, New York",70
,,,,1600000US3642642,3642642,"Lisle village, New York",263
,,,,1600000US3642741,3642741,"Little Falls city, New York",4790
,,,,1600000US3642829,3642829,"Little Valley village, New York",1268
,,,,1600000US3642884,3642884,"Liverpool village, New York",2199
,,,,1600000US3642928,3642928,"Livingston Manor CDP, New York",1061
,,,,1600000US3642950,3642950,"Livonia village, New York",1105
,,,,1600000US3642972,3642972,"Livonia Center CDP, New York",294
,,,,1600000US3643005,3643005,"Lloyd Harbor village, New York",3702
,,,,1600000US3643038,3643038,"Loch Sheldrake CDP, New York",1073
,,,,1600000US3643082,3643082,"Lockport city, New York",20676
,,,,1600000US3643192,3643192,"Locust Valley CDP, New York",3174
,,,,1600000US3643214,3643214,"Lodi village, New York",328
,,,,1600000US3643335,3643335,"Long Beach city, New York",33657
,,,,1600000US3643401,3643401,"Long Lake CDP, New York",332
,,,,1600000US3643511,3643511,"Lorenz Park CDP, New York",2213
,,,,1600000US3643533,3643533,"Lorraine CDP, New York",77
,,,,1600000US3643720,3643720,"Lowville village, New York",3180
,,,,1600000US3643874,3643874,"Lynbrook village, New York",19706
,,,,1600000US3643885,3643885,"Lyncourt CDP, New York",3896
,,,,1600000US3643918,3643918,"Lyndonville village, New York",747
,,,,1600000US3643951,3643951,"Lyon Mountain CDP, New York",341
,,,,1600000US3643962,3643962,"Lyons CDP, New York",3367
,,,,1600000US3644006,3644006,"Lyons Falls village, New York",613
,,,,1600000US3644149,3644149,"Macedon village, New York",1659
,,,,1600000US3644193,3644193,"McGraw village, New York",928
,,,,1600000US3644226,3644226,"Machias CDP, New York",469
,,,,1600000US3644424,3644424,"Madison village, New York",407
,,,,1600000US3644479,3644479,"Madrid CDP, New York",688
,,,,1600000US3644534,3644534,"Mahopac CDP, New York",8742
,,,,1600000US3644677,3644677,"Malden-on-Hudson CDP, New York",235
,,,,1600000US3644710,3644710,"Malone village, New York",5752
,,,,1600000US3644787,3644787,"Malverne village, New York",8583
,,,,1600000US3644792,3644792,"Malverne Park Oaks CDP, New York",477
,,,,,3644831,"Mamaroneck village, New York",19327
,,,,1600000US3644853,3644853,"Manchester village, New York",1824
,,,,1600000US3644897,3644897,"Manhasset CDP, New York",7922
,,,,1600000US3644908,3644908,"Manhasset Hills CDP, New York",3579
,,,,1600000US3645018,3645018,"Manlius village, New York",4566
,,,,1600000US3645073,3645073,"Mannsville village, New York",404
,,,,1600000US3645106,3645106,"Manorhaven village, New York",6627
,,,,1600000US3645139,3645139,"Manorville CDP, New York",14522
,,,,1600000US3645392,3645392,"Marathon village, New York",866
,,,,1600000US3645480,3645480,"Marcellus village, New York",1719
,,,,1600000US3645557,3645557,"Margaretville village, New York",621
,,,,1600000US3645573,3645573,"Mariaville Lake CDP, New York",475
,,,,1600000US3645634,3645634,"Marion CDP, New York",1433
,,,,1600000US3645700,3645700,"Marlboro CDP, New York",3636
,,,,1600000US3645986,3645986,"Massapequa CDP, New York",22102
,,,,1600000US3645997,3645997,"Massapequa Park village, New York",17223
,,,,1600000US3646019,3646019,"Massena village, New York",10839
,,,,1600000US3646074,3646074,"Mastic CDP, New York",15574
,,,,1600000US3646085,3646085,"Mastic Beach village, New York",14850
,,,,1600000US3646107,3646107,"Matinecock village, New York",855
,,,,1600000US3646140,3646140,"Mattituck CDP, New York",4818
,,,,1600000US3646151,3646151,"Mattydale CDP, New York",6611
,,,,1600000US3646162,3646162,"Maybrook village, New York",3298
,,,,1600000US3646206,3646206,"Mayfield village, New York",785
,,,,1600000US3646239,3646239,"Mayville village, New York",1331
,,,,1600000US3646349,3646349,"Mechanicstown CDP, New York",6904
,,,,1600000US3646360,3646360,"Mechanicville city, New York",5177
,,,,1600000US3646404,3646404,"Medford CDP, New York",24129
,,,,1600000US3646415,3646415,"Medina village, New York",5814
,,,,1600000US3646503,3646503,"Melrose Park CDP, New York",2331
,,,,1600000US3646514,3646514,"Melville CDP, New York",18418
,,,,1600000US3646536,3646536,"Menands village, New York",3977
,,,,1600000US3646646,3646646,"Meridian village, New York",296
,,,,1600000US3646668,3646668,"Merrick CDP, New York",20679
,,,,1600000US3646750,3646750,"Merritt Park CDP, New York",1654
,,,,1600000US3646811,3646811,"Mexico village, New York",1707
,,,,1600000US3646866,3646866,"Middleburgh village, New York",1542
,,,,1600000US3646976,3646976,"Middle Island CDP, New York",10405
,,,,1600000US3646998,3646998,"Middleport village, New York",1807
,,,,1600000US3647042,3647042,"Middletown city, New York",27729
,,,,1600000US3647108,3647108,"Middleville village, New York",555
,,,,1600000US3647229,3647229,"Milford village, New York",384
,,,,1600000US3647273,3647273,"Millbrook village, New York",1515
,,,,1600000US3647306,3647306,"Miller Place CDP, New York",11709
,,,,1600000US3647361,3647361,"Millerton village, New York",888
,,,,1600000US3647405,3647405,"Mill Neck village, New York",1011
,,,,1600000US3647427,3647427,"Millport village, New York",434
,,,,1600000US3647548,3647548,"Milton CDP (Saratoga County), New York",3321
,,,,1600000US3647554,3647554,"Milton CDP (Ulster County), New York",1167
