GEOID,state_new
05000US55078,UM
05000US55079,SL
05000US55081,HL
05000US55083,UM
05000US55085,UM
05000US55087,HL
05000US55089,SL
05000US55091,HL
05000US55093,UM
05000US55095,UM
05000US55097,HL
05000US55099,UM
05000US55101,SL
05000US55103,HL
05000US55105,HL
05000US55107,UM
05000US55109,UM
05000US55111,HL
05000US55113,UM
05000US55115,UM
05000US55117,SL
05000US55119,UM
05000US55121,HL
05000US55123,HL
05000US55125,UM
05000US55127,SL
05000US55129,UM
05000US55131,HL
05000US55133,SL
05000US55135,HL
05000US55137,HL
05000US55139,HL
05000US55141,HL
05000US56001,SY
05000US56003,SY
05000US56005,SY
05000US56007,SY
05000US56009,SY
05000US56011,SY
05000US56013,SY
05000US56015,SY
05000US56017,SY
05000US56019,SY
05000US56021,SY
05000US56023,DS
05000US56025,SY
05000US56027,SY
05000US56029,SY
05000US56031,SY
05000US56033,SY
05000US56035,DS
05000US56037,DS
05000US56039,SY
05000US56041,DS
05000US56043,SY
05000US56045,SY
15700US0600394,SO
15700US0600884,SO
15700US0602462,SO
15700US0602896,SO
15700US0603274,SO
15700US0603386,SO
15700US0603666,SO
15700US0604870,AN
15700US0604982,SO
15700US0604996,AN
15700US0606308,AN
15700US0607946,SO
15700US0608954,AN
15700US0609598,SO
15700US0611530,AN
15700US0612552,SO
15700US0613756,SO
15700US0614974,AN
15700US0615044,AN
15700US0616742,SO
15700US0617498,AN
15700US0617568,AN
15700US0619192,SO
15700US0619766,AN
15700US0619990,SO
15700US0622230,SO
15700US0622412,AN
15700US0628168,AN
15700US0630000,AN
15700US0630014,SO
15700US0632506,AN
15700US0632548,AN
15700US0633364,AN
15700US0633518,SO
15700US0636056,AN
15700US0636490,SO
15700US0636546,AN
15700US0636826,SO
15700US0639003,AN
15700US0639304,SO
15700US0639892,SO
15700US0640032,SO
15700US0640130,SO
15700US0640340,SO
15700US0640830,SO
15700US0640886,AN
15700US0642468,AN
15700US0643000,AN
15700US0644000,AN
15700US0644574,AN
15700US0645246,SO
15700US0645400,AN
15700US0646492,AN
15700US0648648,SO
15700US0648816,SO
15700US0648914,SO
15700US0652526,SO
15700US0655156,SO
15700US0655380,AN
15700US0655618,AN
15700US0656000,SO
15700US0656924,SO
15700US0658072,SO
15700US0659514,AN
15700US0660018,AN
15700US0662602,AN
15700US0662644,AN
15700US0662896,SO
15700US0666070,SO
15700US0666140,AN
15700US0667042,SO
15700US0668224,AN
15700US0669088,SO
15700US0669154,SO
15700US0670000,AN
15700US0671806,SO
15700US0671876,AN
15700US0672996,SO
15700US0673080,AN
15700US0673220,SO
15700US0678148,SO
15700US0680000,AN
15700US0682422,AN
15700US0683332,SO
15700US0684200,SO
15700US0684410,AN
15700US0684438,SO
15700US0685292,SO
15700US0637x,SO
15700US0600947,CE
15700US0602000,CE
15700US0608100,CE
15700US0608786,CE
15700US0616532,CE
15700US0617750,CE
15700US0617946,CE
15700US0625380,CE
15700US0628000,CE
15700US0629000,CE
15700US0636000,CE
15700US0636770,CE
15700US0639178,CE
15700US0639220,CE
15700US0639248,CE
15700US0639259,CE
15700US0639290,CE
15700US0639496,CE
15700US0640256,CE
15700US0643224,CE
15700US0648256,CE
15700US0651182,CE
15700US0653980,CE
15700US0657526,CE
15700US0659587,CE
15700US0665084,CE
15700US0668028,CE
15700US0669000,CE
15700US0670686,AN
15700US0673962,CE
15700US0680854,CE
15700US0682744,CE
15700US0684550,CE
15700US0686832,CE
15700US0659x,CE
15700US0600296,HG
15700US0602364,HG
15700US0604030,HG
15700US0606434,HG
15700US0613210,SO
15700US0613214,SO
15700US0614890,HG
15700US0624680,HG
15700US0630658,HG
15700US0633434,HG
15700US0633588,HG
15700US0642370,HG
15700US0648788,HG
15700US0650734,SV
15700US0653896,HG
15700US0659451,SO
15700US0659962,HG
15700US0660466,HG
15700US0665000,HG
15700US0680994,HG
15700US0681344,SO
15700US0682590,HG
15700US0687042,HG
15700US0687056,HG
15700US0671x,HG
61345US03370,DV
61345US77150,DV
61345US66810,DV
61345US72060,DV
61345US82420,DV
61345US22110,DV
61345US45120,DV
71345US45120,DV
61345US68610,DV
61345US57510,DV
71345US57480,DV
61345US47880,DV
61345US49020,DV
61345US29010,DV
61345US42060,DV
61345US48900,DV
61345US18790,DV
61345US69990,DV
61345US43290,DV
71345US82960,DV
71345US55800,PD
71345US63660,PD
61345US12940,DV
61345US43740,DV
61345US17440,DV
61345US63510,DV
61345US17080,DV
71345US05740,DV
61345US20050,DV
61345US81440,DV
61345US78200,DV
61345US08950,DV
71345US08920,DV
61345US23850,DV
71345US23250,DV
61345US06700,DV
71345US06670,DV
61345US12670,DV
61345US53070,DV
61345US51510,DV
613611953517,MC
613611942136,MC
613611968308,MC
613611984077,MC
613611959685,MC
613611951693,MC
713611948890,MC
613611905320,MC
613611950078,MC
713611956979,HV
713611910341,HV
713611919213,HV
713611918410,HV
713611908532,MH
713611975583,MH
713611921820,MH
713611902506,MH
713611920698,MH
713611924295,MH
713611932710,MH
713611937803,MH
713611973176,MH
713611930367,MH
713611932402,MC
713611941333,MC
713611944831,MC
713611944842,MC
713611908103,MC
713611958728,MH
713611967638,MH
713611949011,MH
713611949121,MH
713611950617,MC
713611955530,MC
713611955541,MC
713611957001,MH
713611957023,MC
713611964309,MC
713611959223,MC
713611964325,MC
713611965431,MC
713611981677,MC
713611984000,MH
07117PL00243,CL
07117PL00685,SL
07117PL01010,CL
07117PL02154,CL
07117PL03012,SL
07117CS00250,CL
07117CS03025,SL
07117CS03831,CL
07117CS04091,SL
07117CS05872,SL
07117CS05989,SL
07117CS06262,SL
07117CS06561,CL
07117CS06600,SL
07117CS07939,CL
07117CS08368,SL
07117CS09772,SL
07117CS10474,CL
07117CS10903,SL
07117CS12483,SL
07117CS17536,SL
07117CS18199,SL
07117CS20604,CL
07117CS21241,SL
07117CS21046,SL
07117CS23087,SL
07117CS23243,CL
07117CS26519,SL
07117CS27416,SL
07117CS27631,SL
07117CS28885,SL
07117CS31394,SL
07117CS32538,SL
07117CS32694,CL
07117CS35827,SL
07117CS38076,SL
07117CS38583,SL
07117CS38908,SL
07117CS39454,SL
07117CS42808,CL
07117CS43120,CL
07117CS43913,SL
07117CS43952,SL
07117CS44043,SL
07117CS44238,SL
07117CS45447,CL
07117CS46162,CL
07117CS46370,SL
07117CS49451,SL
07117CS49958,SL
07117CS51531,SL
07117CS51635,SL
07117CS52597,SL
07117CS52909,CL
07117CS53013,CL
07117CS53676,CL
07117CS54430,CL
07117CS56614,CL
07117CS56900,SL
07117CS57238,CL
07117CS57355,CL
07117CS59065,SL
07117CS60300,SL
07117CS60365,SL
07117CS62133,CL
07117CS63108,SL
07117CS63498,CL
07117CS64434,CL
07117CS66430,SL
07117CS68016,CL
07117CS68757,SL
07117CS66716,SL
07117CS72689,CL
07117CS73404,SL
07117CS75198,CL
07117CS76212,SL
07117CS78188,SL
07117CS79059,SL
07117CS79410,SL
07117CS79865,SL
07117CS81035,SL
07117CS81100,CL
07117CS81711,SL
07117CS82114,SL
07117CS82413,SL
07117CS83531,CL
07117CS83947,CL
07117PL03883,CL
07117PL03844,CL
07117PL04013,CL
07117PL04078,SL
07117PL04572,CL
07117PL04585,SL
07117PL04975,CL
07117PL05248,CL
07117PL05404,CL
07117PL05573,CL
07117PL05976,SL
07117PL06587,SL
07117PL06704,CL
07117PL07133,SL
07117PL07640,SL
07117PL07770,SL
07117PL08225,CL
07117PL08446,CL
07117PL08576,CL
07117PL09447,CL
07117PL09642,CL
07117PL09759,SL
07117PL09798,CL
07117PL09980,CL
07117PL10487,CL
07117PL10513,CL
07117PL10906,SL
07117PL11332,SL
07117PL11358,SL
07117PL12476,SL
07117PL14000,CL
07117PL14026,CL
07117PL14065,CL
07117PL14351,CL
07117PL14572,CL
07117PL15170,SL
07117PL16691,CL
07117PL16873,CL
07117PL17458,SL
07117PL17497,CL
07117PL17523,CL
07117PL18628,CL
07117PL19083,CL
07117PL18992,CL
07117PL19642,CL
07117PL19837,SL
07117PL20149,CL
07117PL20292,CL
07117PL20591,CL
07117PL21696,CL
07117PL21904,CL
07117PL22931,SL
07117PL23074,CL
07117PL23256,CL
07117PL23620,CL
07117PL23724,CL
07117PL23945,SL
07117PL24582,CL
07117PL24634,CL
07117PL26571,CL
07117PL26710,CL
07117PL26935,CL
07117PL26987,CL
07117PL27624,CL
07117PL27702,CL
07117PL28872,SL
07117PL29171,SL
07117PL29756,SL
07117PL29652,CL
07117PL29730,SL
07117PL29938,CL
07117PL30029,CL
07117PL30120,SL
07117PL30328,CL
07117PL32525,SL
07117PL32746,CL
07117PL33383,CL
07117PL33435,CL
07117PL33695,CL
07117PL34514,CL
07117PL35086,SL
07117PL35307,CL
07117PL35385,CL
07117PL35411,CL
07117PL35835,CL
07117PL35866,CL
07117PL35879,CL
07117PL36750,SL
07117PL37257,CL
07117PL37608,CL
07117PL37907,SL
07117PL38570,SL
07117PL38830,CL
07117PL38895,SL
07117PL39519,CL
07117PL40793,CL
07117PL40767,CL
07117PL42028,CL
07117PL42795,CL
07117PL43406,SL
07117PL43744,CL
07117PL43900,SL
07117PL43939,SL
07117PL44225,SL
07117PL44407,CL
07117PL45421,CL
07117PL45434,CL
07117PL46357,SL
07117PL46604,SL
07117PL47007,CL
07117PL47540,CL
07117PL47774,CL
07117PL45564,CL
07117PL48242,CL
07117PL48554,CL
07117PL48892,CL
07117PL49100,SL
07117PL49308,SL
07117PL49607,SL
07117PL49854,SL
07117PL49945,SL
07117PL50218,SL
07117PL50647,CL
07117PL51089,CL
07117PL51622,SL
07117PL52584,SL
07117PL52103,SL
07117PL53000,CL
07117PL53377,CL
07117PL53442,SL
07117PL54144,CL
07117PL53481,CL
07117PL53663,CL
07117PL53871,CL
07117PL54534,CL
07117PL54638,CL
07117PL54820,CL
07117PL54885,CL
07117PL54560,CL
07117PL55938,CL
07117PL56627,CL
07117PL56640,CL
07117PL56887,SL
07117PL57225,CL
07117PL57381,CL
07117PL57394,CL
07117PL57407,CL
07117PL57732,CL
07117PL57875,CL
07117PL59052,SL
07117PL59572,CL
07117PL59988,SL
07117PL60287,SL
07117PL60352,SL
07117PL60391,SL
07117PL61314,CL
07117PL62016,CL
07117PL63706,CL
07117PL64304,CL
07117PL64343,CL
07117PL64278,CL
07117PL64421,CL
07117PL64616,CL
07117PL64902,SL
07117PL65338,CL
07117PL65442,SL
07117PL65806,SL
07117PL65819,CL
07117PL67548,SL
07117PL67769,CL
07117PL68003,CL
07117PL68081,CL
07117PL69758,SL
07117PL70122,CL
07117PL70161,SL
07117PL70564,CL
07117PL70629,CL
07117PL70720,SL
07117PL70850,CL
07117PL66703,SL
07117PL72520,CL
07117PL72676,CL
07117PL72923,CL
07117PL73157,CL
07117PL73391,SL
07117PL73638,CL
07117PL74275,SL
07117PL75185,CL
07117PL75484,CL
07117PL76935,CL
07117PL77993,CL
07117PL78175,SL
07117PL78929,SL
07117PL79397,SL
07117PL80060,SL
07117PL80125,SL
07117PL80047,CL
07117PL80242,CL
07117PL80645,CL
07117PL81048,SL
07117PL81087,CL
07117PL82049,CL
07117PL81919,SL
07117PL82075,CL
07117PL82101,SL
06117PL82244,SL
07117PL82400,SL
07117PL82530,CL
07117PL82985,CL
07117PL83245,SL
07117PL83518,CL
07117PL84038,SL
